,work_id,user_id,title,rating,summary,language,words,comments,kudos,bookmarks,hits,completed,chapters_written,chapters_total,datetime_updated
327,work_286301,user-17087,Out of Order,Teen And Up Audiences,Hermione's stuck in a broken lift with a tipsy Draco Malfoy. What a way to spend the Friday before Christmas.,English,4406,159,9262,1403,142460,True,1,1,2011-12-01
328,work_8156101,user-2469646,Apple Pies and Other Amends,Mature,"
  It’s not until she’s brought a basil and strawberry sponge cake to Neville Longbottom and his new girlfriend, Hannah Abbott, a dozen rhubarb hand-pies to Luna and Xenophilius Lovegood, and another basket of ganache-covered muffins to Dean and Seamus, that Hermione admits to herself what she’s actually doing:  she’s making a thing of this.  It’s a veritable PTSD tour.  With pastries.  And hand-skimmed clotted cream.  And she has no idea why she’s doing it, but it’s becoming very apparent that she is.
",English,76720,1528,9247,3830,216285,True,29,29,2016-11-08
329,work_29558628,user-6428224,all my cards are here,Teen And Up Audiences,"Sirius cracked a well-practiced smirk, “Nice to meet you, Remus.” Sirius looked at his bandmates loading their equipment into Potter's car, “You wouldn’t happen to know a bassist, would you?”",English,112252,1197,9212,2573,244821,True,18,18,2021-06-12
330,work_8452648,user-57438,Five Weddings and a Potions Accident,Explicit,"In which Harry thinks he’s a playboy, everyone else knows better, and Hermione will kill Seamus if Ron tries to collect on that bet.",English,19675,336,9209,2134,100906,True,1,1,2016-12-12
331,work_24509584,user-220929,Draco Malfoy and the Heir of Slytherin,Teen And Up Audiences,"Draco Malfoy never asked for a second chance, nor did he particularly want one. But he found himself in his old body at eleven, and after a year at Hogwarts, he has a plan for the year before him: keep to himself, find Dobby, improve relations with fellow Slytherins to cordial but distant, get over this stupid obsession with Harry Potter, and no more jokes about controlling a Malfoy mountain troll. No one else thinks they're funny. And no more cursing people- well, only as many people as necessary...",English,94423,1401,9195,598,140662,True,17,17,2020-07-04
332,work_78824,user-6427,Earthbound Spook,Teen And Up Audiences,"
  Two months after Draco Malfoy was reported dead, Harry and Ron found him tangled in Strangler Ivy on the grounds of Hogwarts.
",English,57550,368,9193,2346,137595,True,8,8,2010-04-09
333,work_221208,user-4316,The Silent World Within You,Explicit,"Harry only wanted Malfoy for one night, one birthday. It wasn’t meant to be anything more.",English,95189,368,9170,2803,283634,True,5,5,2011-07-09
334,work_11314398,user-111445,(honey) there is no right way,General Audiences,‘Have you tried everything?’ Hermione asked insistently.,English,24455,320,9156,2148,90080,True,1,1,2017-06-27
335,work_6870892,user-894187,The Colours of the World,Mature,"When Roy Mustang went to retrieve his eyesight from Truth, he wasn’t expecting to end up doing a job in exchange. It couldn’t even be an easy job, of course, because Edward’s assessment of Truth was a pretty accurate one.",English,120575,1973,9080,3375,190292,False,23,,2020-03-25
336,work_33606196,user-9856422,"My soul, your heart",Mature,Harry loses almost everyone he loves and discovers he is unable to follow them into the after life. ,English,81785,2434,9066,2498,237999,False,33,35,2022-10-18
337,work_585963,user-92712,Strangers in Bars,Teen And Up Audiences,"Everyone else was avoiding the strange man but Harry felt himself drawn to him. His loud, archaic speech and enthusiastic drinking seemed to be off-putting to most people but to the Gryffindor it felt comfortingly familiar how different the man was.",English,7708,224,9063,1552,60377,True,4,4,2017-10-08
338,work_520485,user-39078,as I let you rewrite gravity,Explicit,"
  “He’s not so much a man, you know,” John says, without really meaning to. “Not so much a man as a force of nature. Like... like gravity, or... or...”
",English,16042,378,9063,842,123601,True,1,1,2012-09-24
339,work_14752685,user-2878526,All the Young Dudes: Bootleg Tapes,General Audiences,A selection of short stories from various points in the 'All the Young Dudes' timeline. From different character POVs. ,English,14231,399,9042,929,305661,False,6,,2019-02-28
340,work_34766041,user-223039,Between Thought and Reality,Explicit,"Harry's life post final battle isn't what he expected it would be, and then he dies, just like that. ",English,110796,2309,9032,3068,199933,False,21,,2022-09-22
341,work_4762385,user-1255975,Harry Potter in the Claw of the Raven,Teen And Up Audiences,"When a more studious Harry Potter enters Gringotts with Hagrid, the Goblins managed to talk to him privately - Dumbledore never saw that one coming",English,55894,433,9030,1405,202863,True,10,10,2015-11-04
342,work_6765355,user-4959,Starting Now I’m Starting Over,Teen And Up Audiences,"
  Stiles is surprised, when he accidentally tumbles into Professor Hale’s legs on a mad dash down the halls, that Derek leans down and scoops him up and…cuddles him into his arms. 
",English,4306,118,9018,1396,67076,True,1,1,2016-05-06
343,work_11682105,user-35202,His Twenty-Eighth Life,Mature,"Harry Potter has been reborn again and again into new bodies as the Master of Death, some of them not human, none of them exactly like his old one—but he has always helped to defeat Voldemort in each new world. Now he’s Harry Potter again, but his slightly older brother is the target of the prophecy, and Harry assumes his role is going to be to support Jonathan in his defeat of Voldemort. At least, that’s what he thinks until Voldemort comes that Halloween night, discovers what Harry is, and kidnaps him. The story of a long fight between Voldemort’s sadism and Harry’s generosity.",English,236587,3197,9006,2016,244521,False,78,,2021-09-08
344,work_16528823,user-3380220,Observations of a Pureblood Heir,Teen And Up Audiences,"It wasn't everyday that Tom Riddle was aggressively making out with Harry Potter outside the library. There was a lot of tongue involved and Lucius even heard the Potter heir whimper as his hands, which were formerly fisted on Tom’s robes, made their way desperately into his hair.",English,4515,232,8946,1231,78544,True,1,1,2018-11-05
345,work_3111215,user-287005,these little powerless bones,General Audiences,littlebastardreviews posted the collected facts from the 2014 UK Editions of Harry Potter: and this fact caught my eye.,English,841,237,8946,1931,54243,True,1,1,2015-01-04
346,work_2378855,user-17892,Stand Against the Moon,Explicit,"Cursed against his will, Harry made the best of his life until he found himself, again, wandering in Death's realm. When Death offers him a second chance, a chance to right the wrongs he'd been blind to for too long, he can't possibly refuse.",English,86855,618,8936,2273,258853,True,13,13,2014-11-04
347,work_23168287,user-114300,disguised as something else,Teen And Up Audiences,"“I used to sleep there,” Harry snaps.",English,3119,238,8935,1831,61001,True,1,1,2020-03-16
348,work_8530387,user-8450326,Weeds or Wildflowers,Explicit,"A perfect match, a romance for the ages, with a one hundred percent success rate! Magic Match claims they can give Draco all of this. So why do they keep sending him on dates with Harry Potter?",English,17276,452,8930,1885,111711,True,1,1,2016-12-01
349,work_12450900,user-31788,"Work Hard, Curse Hard",Teen And Up Audiences,Harry decides Dark Lordship suits him at age eleven. It’s unfortunate that his predecessor just won’t retire already.,English,3351,216,8929,1616,63520,True,1,1,2017-10-22
350,work_12555548,user-76407,Bruised Words,General Audiences,"After Harry blows up Aunt Marge, Dumbledore decides it's not safe for Harry to spend the rest of the summer at the Leaky Cauldron, and instead sends him to stay at Spinner’s End with Professor Snape. ",English,16672,196,8918,1683,99339,True,1,1,2017-10-30
351,work_7950793,user-160334,The Dark Guardian,Teen And Up Audiences,"Some children are afraid of the dark. But not all. There are those children who find comfort and protection in the dark. No one can get to them then. They are safe. Their protector comes with the shadows, not the light.In which Pitch Black is also the Guardian of Abused Children.",English,24802,308,8911,2725,107935,True,6,6,2017-05-17
352,work_15562401,user-17892,Nose to the Wind,Mature,"While Harry had been content with his second chance, that didn't keep him from thinking what he could have done different, how many people could have survived if he hadn't been set on the very specific path he'd walked. Third time is the charm, though, right?",English,211808,1540,8895,2231,191240,True,27,27,2018-09-25
353,work_21062222,user-5737165,The Freak Who Lived,Mature,ON HIATUS,English,94069,3110,8891,2382,277228,False,44,,2020-07-22
354,work_28370217,user-4703828,From Ashes to New,Teen And Up Audiences,"EDUCATIONAL DECREE #30All magical children aged between 11 and 17 from the year 2000 onwards must obtain a graduation diploma to be considered Of Age and eligible for employment and independent living.	Signed. Delores Umbridge, Hogwarts Headmistress",English,87848,3714,8888,3544,199395,False,20,,2021-03-06
355,work_14485734,user-537957,Impossible Things,Explicit,"Sirius’s thoughts are a slow-moving, impending disaster. How he wants to pin Remus up against the cupboards, to crowd him into a corner; how he wants to intertwine their fingers, to brush his lips against Remus’s forehead, his jaw. Instead, he settles for ducking his head and sliding a finger through the belt loop of Remus's jeans—a ridiculous gesture so utterly intimate, even for the pair of them, that he only allows it because he’s just drunk enough.",English,13952,257,8880,1767,111313,True,6,6,2018-04-30
356,work_6164557,user-972467,Polite Battery,General Audiences,"""Excuse me,"" ",English,2848,123,8871,1624,87513,True,3,3,2016-05-03
